City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
298,Inirida,CO,2020-07-09 15:53:34,3.87,-67.92,81.9,77,95,4.03
299,Eufaula,US,2020-07-09 15:53:34,31.89,-85.15,82.0,82,0,1.01
300,Shahrud,IR,2020-07-09 15:53:34,36.42,54.98,80.85,23,0,14.81
301,Tremedal,BR,2020-07-09 15:53:34,-14.98,-41.41,83.07,42,26,3.38
302,Bahia Honda,CU,2020-07-09 15:53:34,22.9,-83.16,87.49,65,26,8.1
303,Kuito,AO,2020-07-09 15:53:34,-12.38,16.93,77.0,17,0,4.7
304,Pitimbu,BR,2020-07-09 15:53:34,-7.47,-34.81,80.6,78,75,13.87
305,Iskitim,RU,2020-07-09 15:53:35,54.64,83.3,68.0,88,40,4.47
306,Scottsbluff,US,2020-07-09 15:53:35,41.87,-103.67,73.0,64,1,3.36
307,Baft,IR,2020-07-09 15:53:35,29.23,56.61,75.81,29,95,9.15
308,Champerico,GT,2020-07-09 15:53:35,14.3,-91.92,86.0,62,100,4.54
309,Salalah,OM,2020-07-09 15:50:08,17.02,54.09,84.2,89,75,10.29
310,Lukovetskiy,RU,2020-07-09 15:53:35,64.3,41.92,66.2,93,90,8.95
311,Conceicao Do Araguaia,BR,2020-07-09 15:51:08,-8.26,-49.26,94.26,26,2,7.16
312,Barranca,PE,2020-07-09 15:53:36,-10.75,-77.77,66.43,66,55,11.32
313,Samarai,PG,2020-07-09 15:53:36,-10.62,150.67,78.39,87,95,20.49
314,Bonanza,NI,2020-07-09 15:53:36,14.03,-84.59,74.95,93,94,2.66
315,Port Blair,IN,2020-07-09 15:51:15,11.67,92.75,81.95,81,100,11.16
316,Pyay,MM,2020-07-09 15:53:36,18.82,95.22,78.1,85,99,5.57
317,Yar-Sale,RU,2020-07-09 15:51:26,66.83,70.83,63.27,58,29,9.8
318,Kilinochchi,LK,2020-07-09 15:53:37,9.4,80.4,79.74,85,98,10.33
319,Tecpan,GT,2020-07-09 15:50:26,14.76,-90.99,69.8,73,40,13.87
320,San Juan De Colon,VE,2020-07-09 15:53:37,8.03,-72.26,82.4,51,40,23.04
321,Wasilla,US,2020-07-09 15:51:25,61.58,-149.44,53.6,100,90,2.59
322,Amapa,BR,2020-07-09 15:53:37,1.0,-52.0,83.53,76,70,4.72
323,Ahipara,NZ,2020-07-09 15:50:49,-35.17,173.17,48.79,80,0,2.08
324,Panguipulli,CL,2020-07-09 15:53:38,-39.63,-72.33,55.4,100,90,25.28
325,Vila,PT,2020-07-09 15:53:38,42.03,-8.16,87.01,47,0,8.99
326,Dicabisagan,PH,2020-07-09 15:53:38,17.08,122.42,81.21,80,63,6.89
327,High Level,CA,2020-07-09 15:50:46,58.52,-117.14,59.0,87,90,5.82
328,Nybro,SE,2020-07-09 15:53:39,56.74,15.91,66.0,72,67,18.34
329,Washington,US,2020-07-09 15:49:59,47.5,-120.5,66.0,53,83,5.01
330,Guapiles,CR,2020-07-09 15:53:39,10.22,-83.79,75.2,64,75,14.99
331,Haines Junction,CA,2020-07-09 15:49:02,60.75,-137.51,53.31,63,79,0.94
332,Palauig,PH,2020-07-09 15:53:39,15.44,119.9,83.17,75,62,3.29
333,San Francisco,US,2020-07-09 15:49:08,37.77,-122.42,63.0,72,20,2.8
334,Creel,MX,2020-07-09 15:53:39,27.75,-107.63,72.32,53,2,2.64
335,Douglas,US,2020-07-09 15:53:18,41.3,-96.17,77.0,69,75,11.41
336,Urengoy,RU,2020-07-09 15:53:40,65.97,78.37,57.97,66,54,18.28
337,Honiara,SB,2020-07-09 15:50:19,-9.43,159.95,73.4,94,40,5.82
338,Esmeraldas,BR,2020-07-09 15:50:31,-19.76,-44.31,77.0,44,0,4.7
339,Talara,PE,2020-07-09 15:53:40,-4.58,-81.27,68.0,72,75,26.4
340,Tucupita,VE,2020-07-09 15:53:40,9.06,-62.05,88.99,56,15,6.33
341,Eydhafushi,MV,2020-07-09 15:53:41,5.1,73.07,84.27,73,100,8.52
342,Hay River,CA,2020-07-09 15:50:06,60.82,-115.8,53.6,100,90,6.93
343,Kloulklubed,PW,2020-07-09 15:53:41,7.04,134.26,77.0,94,75,13.22
344,Mecca,SA,2020-07-09 15:53:41,21.43,39.83,94.86,17,0,15.68
345,Buin,CL,2020-07-09 15:50:17,-33.73,-70.75,51.8,66,75,1.57
346,Mar Del Plata,AR,2020-07-09 15:50:49,-38.0,-57.56,48.99,61,1,8.05
347,Aquiraz,BR,2020-07-09 15:52:18,-3.9,-38.39,82.4,69,75,14.99
348,Syracuse,IT,2020-07-09 15:53:42,37.09,15.28,84.99,61,0,13.87
349,San Patricio,MX,2020-07-09 15:50:29,19.22,-104.7,84.2,79,40,6.93
350,Kruisfontein,ZA,2020-07-09 15:50:28,-34.0,24.73,61.09,55,56,13.62
351,Flin Flon,CA,2020-07-09 15:53:01,54.77,-101.86,59.0,93,75,12.75
352,Hamilton,US,2020-07-09 15:50:04,39.18,-84.53,91.0,66,20,3.36
353,Rawson,AR,2020-07-09 15:48:43,-43.3,-65.1,46.85,66,100,29.75
354,Vayalar,IN,2020-07-09 15:53:43,9.7,76.33,77.0,94,90,5.82
355,Miri,MY,2020-07-09 15:50:58,4.41,114.01,77.0,100,40,4.7
356,Vallenar,CL,2020-07-09 15:53:43,-28.57,-70.76,77.86,13,0,4.05
357,Kirs,RU,2020-07-09 15:53:44,59.34,52.24,79.61,70,10,6.29
358,Charlottesville,US,2020-07-09 15:48:54,38.03,-78.48,86.0,69,40,5.82
359,Mattru,SL,2020-07-09 15:50:52,7.62,-11.83,78.17,91,94,7.27
360,Torbay,CA,2020-07-09 15:50:11,47.67,-52.73,64.99,63,75,9.17
361,Kirakira,SB,2020-07-09 15:51:39,-10.45,161.92,78.57,84,84,12.66
362,Misratah,LY,2020-07-09 15:50:51,32.38,15.09,80.35,64,0,15.21
363,Hoquiam,US,2020-07-09 15:49:10,46.98,-123.89,57.99,93,90,9.17
364,Anloga,GH,2020-07-09 15:53:45,5.79,0.9,82.4,74,20,13.87
365,Aksay,RU,2020-07-09 15:53:45,47.26,39.87,78.8,44,20,11.18
366,Komsomolskiy,UZ,2020-07-09 15:50:44,40.43,71.72,87.8,18,75,6.93
367,Cairns,AU,2020-07-09 15:50:27,-16.92,145.77,70.0,94,75,9.17
368,Ballina,AU,2020-07-09 15:53:45,-28.87,153.57,55.99,93,99,3.83
369,Bolshaya Martynovka,RU,2020-07-09 15:53:45,47.27,41.67,75.97,60,38,13.0
370,Edendale,ZA,2020-07-09 15:53:46,-29.65,30.31,68.0,54,0,5.75
371,Henties Bay,NA,2020-07-09 15:53:46,-22.12,14.28,57.99,82,1,5.01
372,Lhokseumawe,ID,2020-07-09 15:53:46,5.18,97.15,77.56,85,100,4.14
373,Port Hedland,AU,2020-07-09 15:51:00,-20.32,118.57,60.8,23,0,9.17
374,Buta,CD,2020-07-09 15:50:53,2.79,24.73,81.43,73,81,2.24
375,Pueblo Nuevo,MX,2020-07-09 15:53:46,23.38,-105.38,70.72,72,9,4.27
376,Ocher,RU,2020-07-09 15:53:46,57.89,54.72,79.12,75,0,4.36
377,Sabla,NG,2020-07-09 15:53:47,12.75,4.71,94.89,38,23,8.75
378,Kijang,KR,2020-07-09 15:53:47,35.24,129.21,73.4,83,90,9.17
379,Alto Araguaia,BR,2020-07-09 15:53:47,-17.31,-53.22,82.06,43,38,6.24
380,Te Anau,NZ,2020-07-09 15:51:21,-45.42,167.72,36.25,87,40,0.83
381,Balabac,PH,2020-07-09 15:53:48,7.99,117.06,82.94,78,100,10.42
382,Masalli,KR,2020-07-09 15:53:48,34.8,126.66,75.2,94,94,6.93
383,Sambava,MG,2020-07-09 15:53:48,-14.27,50.17,71.67,79,40,19.37
384,Vanimo,PG,2020-07-09 15:53:48,-2.67,141.3,78.26,86,92,7.14
385,Sola,VU,2020-07-09 15:53:48,-13.88,167.55,78.8,94,90,12.75
386,Uyuni,BO,2020-07-09 15:53:48,-20.46,-66.83,43.75,35,0,6.08
387,Freeport,US,2020-07-09 15:50:58,40.66,-73.58,88.0,62,20,8.05
388,Imbituba,BR,2020-07-09 15:51:50,-28.24,-48.67,64.4,52,24,4.7
389,Kabanjahe,ID,2020-07-09 15:53:49,3.1,98.49,80.6,88,40,5.82
390,Byron Bay,AU,2020-07-09 15:53:49,-28.65,153.62,55.99,93,98,4.59
391,Shingu,JP,2020-07-09 15:51:21,33.73,135.98,71.55,93,100,3.94
392,Oistins,BB,2020-07-09 15:53:49,13.07,-59.53,87.8,62,20,21.92
393,Port Shepstone,ZA,2020-07-09 15:53:49,-30.74,30.45,69.64,63,0,4.81
394,Aklavik,CA,2020-07-09 15:47:33,68.22,-135.01,42.8,100,90,6.93
395,Marsta,SE,2020-07-09 15:53:50,59.62,17.85,68.0,51,55,11.41
396,Vryburg,ZA,2020-07-09 15:53:50,-26.96,24.73,62.46,43,0,11.27
397,Pisco,PE,2020-07-09 15:53:50,-13.7,-76.22,63.0,77,90,4.7
398,Ancud,CL,2020-07-09 15:51:04,-41.87,-73.82,51.01,93,20,4.7
399,Minot,US,2020-07-09 15:53:04,48.23,-101.3,64.4,68,75,18.34
400,Sur,OM,2020-07-09 15:53:51,22.57,59.53,90.63,50,100,14.65
401,Tomisato,JP,2020-07-09 15:53:51,35.73,140.34,73.4,100,75,5.82
402,Tuatapere,NZ,2020-07-09 15:51:19,-46.13,167.68,45.05,81,91,8.1
403,Beeskow,DE,2020-07-09 15:53:51,52.17,14.25,70.0,23,84,3.0
404,Robertsport,LR,2020-07-09 15:53:51,6.75,-11.37,78.17,84,70,14.03
405,Tadine,NC,2020-07-09 15:53:51,-21.55,167.88,67.78,79,63,20.31
406,Ostrov,RU,2020-07-09 15:53:52,57.34,28.35,66.2,45,50,11.18
407,Wellington,NZ,2020-07-09 15:53:52,-41.29,174.78,48.2,81,26,6.93
408,Dukat,RU,2020-07-09 15:53:52,62.55,155.55,48.49,95,92,4.52
409,Dunedin,NZ,2020-07-09 15:50:14,-45.87,170.5,46.0,84,63,1.99
410,Beringovskiy,RU,2020-07-09 15:53:52,63.05,179.32,53.58,75,97,2.93
411,Nemuro,JP,2020-07-09 15:50:55,43.32,145.57,57.76,97,31,2.95
412,Cherskiy,RU,2020-07-09 15:50:10,68.75,161.3,55.76,89,97,3.02
413,Port-Gentil,GA,2020-07-09 15:50:41,-0.72,8.78,78.8,78,75,12.75
414,Coquimbo,CL,2020-07-09 15:51:20,-29.95,-71.34,55.4,66,0,8.05
415,Lagoa,PT,2020-07-09 15:50:47,39.05,-27.98,68.7,73,23,3.94
416,Galle,LK,2020-07-09 15:52:20,6.04,80.22,80.6,85,94,9.84
417,Narsaq,GL,2020-07-09 15:50:10,60.92,-46.05,48.2,81,75,10.29
418,Taywarah,AF,2020-07-09 15:53:54,33.35,64.42,61.45,31,0,11.36
419,Mayo,US,2020-07-09 15:51:13,38.89,-76.51,84.0,78,40,5.82
420,Port Hardy,CA,2020-07-09 15:50:57,50.7,-127.42,55.4,100,75,2.24
421,Takoradi,GH,2020-07-09 15:50:43,4.88,-1.76,79.16,79,86,12.44
422,Disna,BY,2020-07-09 15:53:54,55.57,28.2,63.14,71,11,6.93
423,Korcula,HR,2020-07-09 15:53:54,42.96,17.14,93.2,23,0,11.41
424,Novyy Urgal,RU,2020-07-09 15:53:54,51.07,132.56,50.27,94,15,0.31
425,Ulaangom,MN,2020-07-09 15:53:55,49.98,92.07,67.69,43,98,7.67
426,Kjopsvik,NO,2020-07-09 15:53:55,68.1,16.37,57.2,50,75,11.41
427,Medicine Hat,CA,2020-07-09 15:50:21,50.05,-110.67,61.0,87,20,5.82
428,Rocha,UY,2020-07-09 15:49:26,-34.48,-54.33,51.76,66,10,15.73
429,Rudnya,RU,2020-07-09 15:53:55,54.95,31.09,62.6,51,75,13.42
430,Pervomayskoye,RU,2020-07-09 15:53:55,43.92,46.71,88.39,42,74,10.4
431,Kuytun,RU,2020-07-09 15:53:55,54.34,101.5,59.31,90,78,2.1
432,Port-Cartier,CA,2020-07-09 15:53:56,50.03,-66.87,64.4,88,90,6.93
433,Hanover,DE,2020-07-09 15:49:28,52.37,9.73,68.0,77,75,19.46
434,Lake Havasu City,US,2020-07-09 15:51:16,34.48,-114.32,95.0,9,1,16.11
435,Manitouwadge,CA,2020-07-09 15:53:56,49.12,-85.84,64.4,93,90,2.24
436,Am Timan,TD,2020-07-09 15:53:56,11.03,20.28,76.69,79,99,2.64
437,Upata,VE,2020-07-09 15:53:56,8.01,-62.4,84.99,75,11,1.99
438,Sandnessjoen,NO,2020-07-09 15:53:57,66.02,12.63,55.4,71,40,5.82
439,Brufut,GM,2020-07-09 15:53:57,13.38,-16.75,91.4,63,75,13.87
440,Laguna,US,2020-07-09 15:50:31,38.42,-121.42,69.01,72,1,3.96
441,Xining,CN,2020-07-09 15:50:40,36.62,101.77,57.24,61,100,4.14
442,Porto Novo,BJ,2020-07-09 15:53:57,6.5,2.6,78.8,88,40,11.41
443,Great Bend,US,2020-07-09 15:50:49,38.36,-98.76,80.01,69,1,21.92
444,Ebnat-Kappel,CH,2020-07-09 15:53:57,47.26,9.12,84.99,46,39,3.0
445,Owo,NG,2020-07-09 15:53:57,7.2,5.59,77.25,87,95,7.78
446,Ravar,IR,2020-07-09 15:51:23,31.27,56.81,90.01,11,0,8.63
447,Camocim,BR,2020-07-09 15:53:58,-2.9,-40.84,88.14,56,0,10.11
448,Mana,GF,2020-07-09 15:50:45,5.66,-53.78,82.92,76,75,5.26
449,Alamogordo,US,2020-07-09 15:53:58,32.9,-105.96,91.99,21,1,5.82
450,Sabha,LY,2020-07-09 15:53:58,27.04,14.43,97.7,11,0,11.34
451,Jingdezhen,CN,2020-07-09 15:53:58,29.29,117.21,75.65,96,85,2.73
452,Coos Bay,US,2020-07-09 15:53:58,43.37,-124.22,61.0,87,90,5.82
453,Xuddur,SO,2020-07-09 15:53:59,4.12,43.89,82.09,54,53,14.45
454,Nabire,ID,2020-07-09 15:51:30,-3.37,135.48,76.42,86,19,3.29
455,Fuling,CN,2020-07-09 15:53:59,29.7,107.39,79.07,81,99,2.57
456,Pangai,TO,2020-07-09 15:50:37,-19.8,-174.35,75.74,82,100,20.11
457,Kaeo,NZ,2020-07-09 15:53:59,-35.1,173.78,41.0,3,0,5.01
458,Igrim,RU,2020-07-09 15:50:30,63.19,64.42,75.18,69,2,7.85
459,Khomeyn,IR,2020-07-09 15:53:59,33.64,50.08,83.88,15,72,12.01
460,Acton Vale,CA,2020-07-09 15:54:00,45.65,-72.57,86.0,66,36,1.99
461,Kasempa,ZM,2020-07-09 15:54:00,-13.46,25.83,70.45,34,0,4.25
462,Mount Isa,AU,2020-07-09 15:51:46,-20.73,139.5,57.2,67,6,3.36
463,Helena,US,2020-07-09 15:54:00,46.59,-112.04,59.0,62,1,1.77
464,Paamiut,GL,2020-07-09 15:54:00,61.99,-49.67,45.84,87,93,27.92
465,Lorengau,PG,2020-07-09 15:50:46,-2.02,147.27,82.35,77,89,9.89
466,Avera,US,2020-07-09 15:54:00,33.19,-82.53,82.4,83,75,5.82
467,Lagunas,PE,2020-07-09 15:54:01,-5.23,-75.68,89.04,56,3,0.85
468,Ampanihy,MG,2020-07-09 15:54:01,-24.7,44.75,71.98,45,0,12.19
469,Kommunisticheskiy,RU,2020-07-09 15:54:01,61.68,64.48,82.11,50,6,7.27
470,Nanortalik,GL,2020-07-09 15:50:16,60.14,-45.24,46.2,93,100,14.47
471,Merauke,ID,2020-07-09 15:54:01,-8.47,140.33,77.7,87,84,16.26
472,Berlevag,NO,2020-07-09 15:51:11,70.86,29.09,48.2,93,75,11.41
473,Aloleng,PH,2020-07-09 15:54:01,16.13,119.78,84.36,73,76,4.83
474,Banposh,IN,2020-07-09 15:54:02,22.25,84.8,83.8,66,100,3.06
475,Myaundzha,RU,2020-07-09 15:54:02,63.05,147.19,49.39,77,100,7.27
476,Kyshtovka,RU,2020-07-09 15:54:02,56.55,76.63,68.0,95,76,9.04
477,Belaya Gora,RU,2020-07-09 15:50:14,68.53,146.42,49.66,85,9,0.89
478,Meadow Lake,US,2020-07-09 15:54:02,34.8,-106.54,88.0,21,40,8.05
479,Havelock,US,2020-07-09 15:50:27,34.88,-76.9,82.99,83,90,17.22
480,Ahuimanu,US,2020-07-09 15:54:03,21.44,-157.84,77.0,78,20,10.29
481,Pontianak,ID,2020-07-09 15:54:03,-0.03,109.33,74.75,93,100,1.34
482,Nishihara,JP,2020-07-09 15:54:03,26.18,127.76,82.4,88,40,10.29
483,Buraydah,SA,2020-07-09 15:54:03,26.33,43.98,104.0,16,3,17.22
484,Maputo,MZ,2020-07-09 15:54:03,-25.97,32.59,75.2,50,0,9.17
485,Pindwara,IN,2020-07-09 15:54:03,24.8,73.07,85.75,64,76,9.91
486,Mashhad,IR,2020-07-09 15:54:04,36.3,59.61,86.0,17,0,6.93
487,Saurimo,AO,2020-07-09 15:54:04,-9.66,20.39,87.8,25,0,2.77
488,Sungaipenuh,ID,2020-07-09 15:54:04,-2.08,101.38,64.96,96,100,2.28
489,Havre-Saint-Pierre,CA,2020-07-09 15:54:05,50.23,-63.6,64.4,82,90,2.24
490,Lazaro Cardenas,MX,2020-07-09 15:53:26,17.96,-102.2,84.45,62,95,2.35
491,Iqaluit,CA,2020-07-09 15:50:12,63.75,-68.51,42.8,93,90,6.93
492,Tigil,RU,2020-07-09 15:54:05,57.8,158.67,55.76,98,100,2.64
493,Simdega,IN,2020-07-09 15:54:05,22.62,84.52,79.14,82,100,4.68
494,Oktyabrskiy,RU,2020-07-09 15:51:10,54.48,53.47,78.39,74,0,2.24
495,Kadrina,EE,2020-07-09 15:54:05,59.33,26.14,59.04,77,54,8.12
496,Colomi,BO,2020-07-09 15:54:06,-17.35,-65.87,57.2,14,12,1.63
497,Saint-Medard-En-Jalles,FR,2020-07-09 15:54:06,44.9,-0.72,93.99,35,0,12.75
498,Xiaoweizhai,CN,2020-07-09 15:54:06,26.19,107.51,71.4,93,100,1.99
499,Almeria,ES,2020-07-09 15:54:06,37.17,-2.33,87.01,69,20,11.41
500,Songkhla,TH,2020-07-09 15:54:06,6.83,100.67,78.8,88,75,3.36
501,Sao Joao Da Barra,BR,2020-07-09 15:51:17,-21.64,-41.05,87.8,37,0,9.17
502,Pimenta Bueno,BR,2020-07-09 15:54:07,-11.67,-61.19,91.22,37,0,3.74
503,Mogadishu,SO,2020-07-09 15:50:18,2.04,45.34,78.57,82,18,14.23
504,Muhos,FI,2020-07-09 15:54:07,64.81,25.99,57.2,82,100,5.82
505,Abashiri,JP,2020-07-09 15:54:07,44.02,144.27,64.0,82,97,5.01
506,Chapada Dos Guimaraes,BR,2020-07-09 15:54:07,-15.46,-55.75,66.2,68,90,8.05
507,Kaliningrad,RU,2020-07-09 15:51:51,54.71,20.51,66.2,59,63,6.71
508,Suntar,RU,2020-07-09 15:54:08,62.14,117.63,57.87,95,47,4.81
509,Le Port,RE,2020-07-09 15:54:08,-20.94,55.29,69.8,68,20,13.87
510,Gizo,SB,2020-07-09 15:54:08,-8.1,156.84,82.04,79,89,14.18
511,Presidencia Roque Saenz Pena,AR,2020-07-09 15:54:08,-26.79,-60.44,60.91,48,0,4.29
512,Lesosibirsk,RU,2020-07-09 15:54:08,58.24,92.48,53.8,85,19,2.98
513,Deputatskiy,RU,2020-07-09 15:50:17,69.3,139.9,41.36,96,5,1.77
514,Pasighat,IN,2020-07-09 15:54:09,28.07,95.33,77.07,88,100,2.71
515,Caravelas,BR,2020-07-09 15:51:44,-17.71,-39.25,82.33,55,0,6.91
516,Kendari,ID,2020-07-09 15:54:09,-3.94,122.5,74.17,93,93,2.44
517,Lincoln,US,2020-07-09 15:49:30,40.8,-96.67,75.99,69,1,14.99
518,Serowe,BW,2020-07-09 15:54:10,-22.38,26.72,63.03,52,48,5.44
519,Yangambi,CD,2020-07-09 15:54:10,0.81,24.43,81.73,67,73,0.6
520,Soyo,AO,2020-07-09 15:51:29,-6.13,12.37,78.8,74,75,6.93
521,Lima,PE,2020-07-09 15:50:03,-12.04,-77.03,60.8,82,90,3.36
522,Biloela,AU,2020-07-09 15:54:10,-24.42,150.5,55.76,89,1,9.31
523,Biltine,TD,2020-07-09 15:54:10,14.53,20.92,81.07,57,100,22.06
524,Montana,BG,2020-07-09 15:54:10,43.41,23.23,80.28,46,1,0.78
525,Dubbo,AU,2020-07-09 15:54:11,-32.25,148.62,44.6,87,100,6.93
526,Aleksandrovskoye,RU,2020-07-09 15:54:11,44.71,43.0,82.4,51,40,11.18
527,Porto Murtinho,BR,2020-07-09 15:54:11,-21.7,-57.88,70.32,44,8,5.26
528,Neiafu,TO,2020-07-09 15:54:11,-18.65,-173.98,73.4,94,40,17.07
529,San Carlos De Bariloche,AR,2020-07-09 15:54:11,-41.15,-71.31,35.6,93,90,23.04
530,Jeremie,HT,2020-07-09 15:54:11,18.65,-74.12,87.13,65,23,6.93
531,Poum,NC,2020-07-09 15:54:12,-20.23,164.02,69.48,70,20,11.81
532,Cap Malheureux,MU,2020-07-09 15:51:02,-19.98,57.61,72.0,59,38,5.99
533,Huarmey,PE,2020-07-09 15:54:12,-10.07,-78.15,67.1,66,44,10.45
534,Indian Head,US,2020-07-09 15:50:38,38.6,-77.16,87.01,69,75,3.36
535,Asau,RO,2020-07-09 15:50:25,46.43,26.4,73.0,74,77,2.37
536,Vila Do Maio,CV,2020-07-09 15:54:12,15.13,-23.22,86.0,62,20,16.11
537,Bell Ville,AR,2020-07-09 15:54:13,-32.63,-62.69,57.0,49,14,5.99
538,Codrington,AU,2020-07-09 15:50:48,-38.27,141.97,43.77,80,100,8.55
539,San Quintin,MX,2020-07-09 15:50:28,30.48,-115.95,69.35,71,71,8.34
540,Sembakung,ID,2020-07-09 15:54:13,3.82,117.25,74.21,93,100,1.97
541,Gundorovskiy,RU,2020-07-09 15:54:13,46.78,41.9,76.75,62,17,12.15
542,Alyangula,AU,2020-07-09 15:54:13,-13.85,136.42,71.6,94,12,11.34
543,Yulara,AU,2020-07-09 15:51:20,-25.24,130.99,46.4,31,19,3.31
544,Lata,PT,2020-07-09 15:50:53,40.16,-8.33,86.0,48,0,10.31
545,Kenai,US,2020-07-09 15:54:14,60.55,-151.26,55.0,93,90,3.04
546,Chicama,PE,2020-07-09 15:51:02,-7.84,-79.15,70.84,57,88,9.53
547,Luanda,AO,2020-07-09 15:50:15,-8.84,13.23,77.0,69,40,9.17
