City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Rain (Inches),Snow (Inches)
313,Leningradskiy,RU,69.38,178.42,43.21,70,0,13.09,clear sky,0.0,0
314,Christchurch,NZ,-43.53,172.63,41.0,80,42,3.36,scattered clouds,0.0,0
315,Puerto Ayacucho,VE,5.66,-67.62,77.0,94,75,6.93,broken clouds,0.0,0
316,Pictou,CA,45.68,-62.72,78.01,83,100,7.0,overcast clouds,0.0,0
317,Taoudenni,ML,22.68,-3.98,100.56,26,85,9.93,light rain,0.62,0
318,Pangnirtung,CA,66.15,-65.71,50.0,76,90,16.11,overcast clouds,0.0,0
319,Ciudad Bolivar,VE,8.12,-63.55,86.0,67,90,9.44,moderate rain,2.93,0
320,Port Hardy,CA,50.7,-127.42,55.4,93,90,4.7,light rain,0.0,0
321,Iqaluit,CA,63.75,-68.51,41.0,93,75,4.7,broken clouds,0.0,0
322,Esil,KZ,51.96,66.4,76.95,58,0,4.92,clear sky,0.0,0
323,Ancud,CL,-41.87,-73.82,48.0,80,75,9.17,broken clouds,0.0,0
324,Sur,OM,22.57,59.53,86.41,67,43,15.5,scattered clouds,0.0,0
325,Timizart,DZ,36.8,4.27,76.62,69,0,4.21,clear sky,0.0,0
326,Mizdah,LY,31.45,12.98,80.69,48,0,21.85,clear sky,0.0,0
327,Ilhabela,BR,-23.78,-45.36,76.86,64,3,4.68,clear sky,0.0,0
328,Mahebourg,MU,-20.41,57.7,69.8,68,40,19.46,shower rain,0.0,0
329,Chitrakonda,IN,18.12,82.08,76.77,85,100,1.68,overcast clouds,0.0,0
330,Marawi,PH,8.0,124.29,75.99,91,100,3.0,overcast clouds,0.0,0
331,Novobiryusinskiy,RU,56.96,97.71,50.18,92,70,1.95,broken clouds,0.0,0
332,Pevek,RU,69.7,170.31,47.39,79,99,2.66,overcast clouds,0.0,0
333,Saint-Leu,RE,-21.15,55.28,68.0,77,20,8.05,few clouds,0.0,0
334,Tawaramoto,JP,34.55,135.8,75.99,89,100,6.26,light rain,0.12,0
335,Usinsk,RU,65.99,57.53,57.18,65,0,8.77,clear sky,0.0,0
336,Mangrol,IN,21.12,70.12,84.15,81,45,18.54,light rain,0.11,0
337,Azad Shahr,IR,34.79,48.57,71.6,23,0,4.99,clear sky,0.0,0
338,Pombas,CV,17.15,-25.02,82.4,58,20,21.92,few clouds,0.0,0
339,Samarai,PG,-10.62,150.67,77.65,88,99,15.39,moderate rain,1.87,0
340,Gela,IT,37.08,14.23,77.0,57,0,4.7,clear sky,0.0,0
341,Kabala,SL,9.58,-11.55,70.68,97,100,5.82,light rain,0.28,0
342,Altay,CN,47.87,88.12,58.8,66,37,2.13,light rain,0.11,0
343,Kloulklubed,PW,7.04,134.26,75.2,94,90,6.42,overcast clouds,0.0,0
344,Atherton,GB,53.52,-2.49,61.0,61,0,4.0,clear sky,0.0,0
345,Payo,ID,-3.75,103.64,71.8,95,0,2.04,clear sky,0.0,0
346,Port Hueneme,US,34.15,-119.2,75.2,73,20,4.7,few clouds,0.0,0
347,Terney,RU,45.05,136.61,57.45,88,62,5.3,broken clouds,0.0,0
348,Hirara,JP,24.8,125.28,84.61,74,75,5.19,broken clouds,0.0,0
349,Halifax,CA,44.65,-63.57,66.99,96,100,1.01,overcast clouds,0.0,0
350,West Bay,KY,19.37,-81.42,87.01,88,75,11.41,thunderstorm with rain,0.0,0
351,Victoria,HK,22.29,114.16,86.0,70,48,11.01,scattered clouds,0.0,0
352,Patacamaya,BO,-17.23,-67.92,57.2,23,37,7.72,scattered clouds,0.0,0
353,Jadu,LY,31.95,12.03,73.4,48,0,8.59,clear sky,0.0,0
354,Puerto Narino,CO,-3.77,-70.38,86.0,74,40,3.36,scattered clouds,0.0,0
355,Pemangkat,ID,1.17,108.97,77.14,87,0,4.92,clear sky,0.0,0
356,Calatayud,ES,41.35,-1.64,87.8,69,0,9.17,clear sky,0.0,0
357,Bandarbeyla,SO,9.49,50.81,79.18,76,96,33.69,overcast clouds,0.0,0
358,Wanaka,NZ,-44.7,169.15,40.77,82,98,8.32,moderate rain,1.26,0
359,Loviisa,FI,60.46,26.23,57.0,90,100,3.0,overcast clouds,0.0,0
360,Flin Flon,CA,54.77,-101.86,69.8,68,75,11.41,light intensity shower rain,0.0,0
361,Jacareacanga,BR,-6.22,-57.75,94.6,34,5,4.0,clear sky,0.0,0
362,Brokopondo,SR,4.75,-55.17,87.1,61,0,7.99,clear sky,0.0,0
363,Nsanje,MW,-16.92,35.26,72.86,44,0,2.01,clear sky,0.0,0
364,Chekhov,RU,55.14,37.47,73.4,64,0,6.71,clear sky,0.0,0
365,Quatre Cocos,MU,-20.21,57.76,72.0,68,40,19.46,shower rain,0.0,0
366,Nanakuli,US,21.39,-158.15,80.6,61,75,6.93,broken clouds,0.0,0
367,Mino,JP,34.83,135.47,75.99,98,100,1.99,overcast clouds,0.0,0
368,Mehkar,IN,20.15,76.57,79.92,77,39,10.36,scattered clouds,0.0,0
369,Zabaykalsk,RU,49.63,117.32,63.55,84,69,11.32,broken clouds,0.0,0
370,Metro,ID,-5.11,105.31,73.76,93,97,2.93,overcast clouds,0.0,0
371,Shieli,KZ,44.17,66.75,82.98,21,0,15.37,clear sky,0.0,0
372,Huarmey,PE,-10.07,-78.15,67.15,64,11,11.7,few clouds,0.0,0
373,Raudeberg,NO,61.99,5.14,51.01,89,86,14.05,light rain,0.42,0
374,Saint Anthony,US,45.02,-93.22,84.2,42,1,8.05,clear sky,0.0,0
375,Escanaba,US,45.75,-87.06,82.0,47,40,5.82,scattered clouds,0.0,0
376,Road Town,VG,18.42,-64.62,89.6,62,40,16.11,scattered clouds,0.0,0
377,Marrakesh,MA,31.63,-8.01,98.6,27,75,11.41,broken clouds,0.0,0
378,Olenino,RU,56.21,33.49,58.62,84,100,5.26,overcast clouds,0.0,0
379,Centralia,US,46.72,-122.95,66.2,68,90,5.82,overcast clouds,0.0,0
380,Impfondo,CG,1.64,18.07,77.02,78,100,1.39,light rain,0.91,0
381,Alofi,NU,-19.06,-169.92,73.4,94,100,9.17,overcast clouds,0.0,0
382,Nome,US,64.5,-165.41,63.0,67,1,4.7,clear sky,0.0,0
383,Yeppoon,AU,-23.13,150.73,57.2,100,90,3.36,overcast clouds,0.0,0
384,Andrews,US,32.32,-102.55,102.2,17,1,11.41,clear sky,0.0,0
385,Agirish,RU,61.92,63.02,63.97,51,0,10.76,clear sky,0.0,0
386,Maceio,BR,-9.67,-35.74,78.8,74,75,13.87,broken clouds,0.0,0
387,Grants,US,35.15,-107.85,93.2,9,1,0.69,clear sky,0.0,0
388,Gulu,UG,2.77,32.3,65.34,93,100,3.6,overcast clouds,0.0,0
389,Jiangkou,CN,25.49,119.2,82.4,83,100,8.95,overcast clouds,0.0,0
390,Leh,IN,34.17,77.58,60.22,34,14,6.82,few clouds,0.0,0
391,Batemans Bay,AU,-35.72,150.18,45.0,100,64,3.06,broken clouds,0.0,0
392,Sorong,ID,-0.88,131.25,79.12,82,100,3.65,moderate rain,1.95,0
393,Tirumullaivasal,IN,11.23,79.83,83.19,77,96,13.67,light rain,0.98,0
394,Kingaroy,AU,-26.53,151.83,46.4,100,90,2.59,overcast clouds,0.0,0
395,San Cristobal,VE,7.77,-72.22,84.2,62,75,3.36,shower rain,0.0,0
396,Comodoro Rivadavia,AR,-45.87,-67.5,46.4,42,40,17.22,scattered clouds,0.0,0
397,Aosta,IT,45.77,7.42,80.01,39,8,5.99,clear sky,0.0,0
398,Manzil Salim,TN,35.86,8.48,86.0,25,40,4.7,scattered clouds,0.0,0
399,Abu Samrah,SY,35.3,37.18,76.15,58,0,11.72,clear sky,0.0,0
400,Bairiki,KI,1.33,172.98,82.4,74,40,11.41,scattered clouds,0.0,0
401,Saint-Augustin,CA,51.23,-58.65,71.56,66,96,24.29,overcast clouds,0.0,0
402,Itacarambi,BR,-15.1,-44.09,83.86,26,0,6.53,clear sky,0.0,0
403,Lewiston,US,44.1,-70.21,79.0,78,40,12.75,scattered clouds,0.0,0
404,Hovd,MN,48.01,91.64,67.14,42,83,7.16,broken clouds,0.0,0
405,Lompoc,US,34.64,-120.46,75.99,60,0,12.75,clear sky,0.0,0
406,Shikhazany,RU,55.56,47.39,66.2,52,33,4.47,scattered clouds,0.0,0
407,Tomelloso,ES,39.15,-3.02,82.0,39,0,13.0,clear sky,0.0,0
408,Ibiruba,BR,-28.63,-53.09,59.7,97,97,3.65,light rain,0.48,0
409,Evanston,US,42.04,-87.69,78.01,73,75,9.17,light rain,0.0,0
410,Komsomolskiy,UZ,40.43,71.72,77.0,50,84,6.93,broken clouds,0.0,0
411,Dalvik,IS,65.97,-18.53,55.4,66,90,8.05,overcast clouds,0.0,0
412,Atar,MR,20.52,-13.05,104.0,20,0,2.24,dust,0.0,0
413,Noyabrsk,RU,63.2,75.45,64.76,62,100,11.05,overcast clouds,0.0,0
414,Carnarvon,AU,-24.87,113.63,59.0,30,0,10.29,clear sky,0.0,0
415,Yerbogachen,RU,61.28,108.01,51.12,91,0,2.82,clear sky,0.0,0
416,Saint-Francois,FR,46.42,3.91,75.2,29,73,10.29,broken clouds,0.0,0
417,Santa Rosalia,MX,27.32,-112.28,91.47,36,0,7.72,clear sky,0.0,0
418,Novopokrovka,UA,49.84,36.55,73.4,43,0,6.71,clear sky,0.0,0
419,Pontes E Lacerda,BR,-15.23,-59.34,93.15,25,98,6.55,overcast clouds,0.0,0
420,Manacor,ES,39.57,3.21,82.4,51,0,16.11,clear sky,0.0,0
421,Port Hedland,AU,-20.32,118.57,64.4,23,0,12.75,clear sky,0.0,0
422,Marigot,MF,18.07,-63.08,86.0,74,75,16.11,light intensity shower rain,0.0,0
423,Vestmanna,FO,62.16,-7.17,51.8,93,100,4.7,mist,0.0,0
424,Sagvag,NO,59.78,5.4,55.0,86,87,1.99,overcast clouds,0.0,0
425,Meulaboh,ID,4.14,96.13,76.39,87,100,6.06,overcast clouds,0.0,0
426,Yulara,AU,-25.24,130.99,37.4,64,0,9.17,clear sky,0.0,0
427,Ozernovskiy,RU,51.5,156.52,50.41,95,100,0.83,light rain,0.84,0
428,Flinders,AU,-34.58,150.86,50.0,91,31,3.0,scattered clouds,0.0,0
429,Kawalu,ID,-7.38,108.21,71.91,92,96,1.7,light rain,0.29,0
430,Turayf,SA,31.67,38.66,93.2,24,40,13.87,scattered clouds,0.0,0
431,Abonnema,NG,4.71,6.79,78.8,88,75,2.24,broken clouds,0.0,0
432,Ayan,RU,56.45,138.17,50.52,95,100,1.83,overcast clouds,0.0,0
433,Glogow,PL,51.66,16.08,66.99,40,86,1.99,overcast clouds,0.0,0
434,Blanes,ES,41.67,2.79,81.0,59,0,5.99,clear sky,0.0,0
435,Paramonga,PE,-10.67,-77.83,65.82,66,27,10.67,scattered clouds,0.0,0
436,Malanje,AO,-9.54,16.34,72.05,34,87,3.11,overcast clouds,0.0,0
437,Sorland,NO,67.67,12.69,52.32,78,100,19.39,overcast clouds,0.0,0
438,Tamworth,GB,52.63,-1.7,64.4,52,75,12.75,broken clouds,0.0,0
439,Wajima,JP,37.4,136.9,69.91,87,100,21.61,light rain,0.37,0
440,Seoul,KR,37.57,126.98,73.4,60,1,3.91,clear sky,0.0,0
441,Oudtshoorn,ZA,-33.59,22.2,48.2,66,20,6.93,few clouds,0.0,0
442,Palmer,US,42.16,-72.33,86.0,62,90,12.75,overcast clouds,0.0,0
443,Waingapu,ID,-9.66,120.26,74.73,76,89,10.78,overcast clouds,0.0,0
444,Esna,EG,25.29,32.55,98.6,25,0,6.93,clear sky,0.0,0
445,Carutapera,BR,-1.2,-46.02,83.66,69,100,10.54,overcast clouds,0.0,0
446,Bomet,KE,-0.78,35.34,59.86,74,100,4.23,overcast clouds,0.0,0
447,Shumikhinskiy,RU,58.74,57.69,57.33,84,0,2.8,clear sky,0.0,0
448,Yenagoa,NG,4.92,6.26,74.25,93,100,3.51,overcast clouds,0.0,0
449,Yelan-Kolenovskiy,RU,51.16,41.15,63.52,72,0,5.95,clear sky,0.0,0
450,Monticello,US,45.31,-93.79,81.0,54,1,7.49,clear sky,0.0,0
451,Coquimbo,CL,-29.95,-71.34,55.4,87,40,10.29,scattered clouds,0.0,0
452,Taltal,CL,-25.4,-70.48,63.21,59,22,4.16,few clouds,0.0,0
453,Ibra,OM,22.69,58.53,87.51,57,0,6.51,clear sky,0.0,0
454,Broome,US,42.25,-75.83,82.0,69,75,10.29,light rain,0.76,0
455,Esso,RU,55.93,158.7,59.4,79,100,2.42,overcast clouds,0.0,0
456,Lebanon,US,36.21,-86.29,90.0,40,1,12.75,clear sky,0.0,0
457,Dinghai,CN,26.28,119.79,82.4,83,99,8.95,overcast clouds,0.0,0
458,Ampanihy,MG,-24.7,44.75,67.91,56,0,2.04,clear sky,0.0,0
459,Vakhrushev,RU,48.98,142.97,52.34,92,75,1.5,broken clouds,0.0,0
460,Yantzaza,EC,-3.83,-78.76,87.08,37,50,3.2,scattered clouds,0.0,0
461,Uvinza,TZ,-5.1,30.39,72.25,61,83,0.92,broken clouds,0.0,0
462,Dakar,SN,14.69,-17.44,86.0,70,40,4.7,scattered clouds,0.0,0
463,Campo Grande,BR,-20.44,-54.65,84.2,35,0,17.22,clear sky,0.0,0
464,Wattegama,LK,6.8,81.48,78.8,100,20,8.05,few clouds,0.0,0
465,Itarema,BR,-2.92,-39.92,82.27,69,6,15.17,clear sky,0.0,0
466,Sidney,AU,-33.87,151.21,53.01,93,20,10.29,fog,0.0,0
467,Saltpond,GH,5.21,-1.06,75.15,87,73,9.98,broken clouds,0.0,0
468,Harnosand,SE,62.63,17.94,66.99,55,86,3.36,overcast clouds,0.0,0
469,Fare,PF,-16.7,-151.02,78.51,75,74,19.71,broken clouds,0.0,0
470,Lapy,PL,52.99,22.88,57.99,100,100,5.41,overcast clouds,0.0,0
471,Waitati,NZ,-45.75,170.57,52.0,70,100,5.99,light rain,0.25,0
472,Rexburg,US,43.83,-111.79,82.0,33,1,4.7,clear sky,0.0,0
473,Kruisfontein,ZA,-34.0,24.73,47.07,68,0,10.74,clear sky,0.0,0
474,Conde,BR,-7.26,-34.91,73.4,100,75,13.87,light rain,0.0,0
475,Aleksandrov Gay,RU,50.15,48.57,79.63,71,0,16.62,clear sky,0.0,0
476,Uige,AO,-7.61,15.06,71.82,52,9,3.02,clear sky,0.0,0
477,Bulungu,CD,-4.55,18.6,84.74,43,84,2.42,broken clouds,0.0,0
478,Cartagena,CO,10.4,-75.51,82.4,78,75,6.93,broken clouds,0.0,0
479,Saint-Georges,GD,12.06,-61.75,87.8,70,40,17.22,scattered clouds,0.0,0
480,Vao,NC,-22.67,167.48,69.53,74,15,19.75,few clouds,0.0,0
481,Olinda,BR,-8.01,-34.86,75.2,88,75,13.87,light rain,0.0,0
482,Xining,CN,36.62,101.77,48.87,79,2,2.66,clear sky,0.0,0
483,Negara,ID,-8.32,114.6,75.67,86,100,10.22,overcast clouds,0.0,0
484,Hagi,JP,34.4,131.42,72.0,98,100,1.99,overcast clouds,0.0,0
485,Sandwick,GB,60.0,-1.25,53.6,87,100,11.41,overcast clouds,0.0,0
486,Esperance,AU,-33.87,121.9,44.6,87,0,6.93,clear sky,0.0,0
487,Maromitsa,RU,59.87,48.01,62.91,69,100,7.16,overcast clouds,0.0,0
488,Rovnoye,RU,50.78,46.05,70.52,76,0,13.15,clear sky,0.0,0
489,Vanimo,PG,-2.67,141.3,76.91,84,85,2.82,overcast clouds,0.0,0
490,Katherine,AU,-14.47,132.27,69.8,56,0,4.7,clear sky,0.0,0
491,Horezu,RO,45.15,24.02,64.96,66,0,2.75,clear sky,0.0,0
492,Ketchikan,US,55.34,-131.65,55.4,87,90,6.93,overcast clouds,0.0,0
493,Guadalupe Y Calvo,MX,26.1,-106.97,79.41,37,97,1.43,overcast clouds,0.0,0
494,Roald,NO,62.58,6.13,53.6,71,75,16.11,shower rain,0.0,0
495,Temple,US,31.1,-97.34,99.0,44,1,4.7,clear sky,0.0,0
496,Hobyo,SO,5.35,48.53,79.34,77,99,31.68,overcast clouds,0.0,0
497,Popondetta,PG,-8.75,148.25,71.38,92,100,3.06,light rain,0.44,0
498,Meridian,US,43.61,-116.39,91.0,25,1,7.38,clear sky,0.0,0
499,Alta Floresta,BR,-9.88,-56.09,95.0,30,75,6.93,broken clouds,0.0,0
500,Balkhash,KZ,46.84,74.98,70.81,47,0,15.61,clear sky,0.0,0
501,Klaksvik,FO,62.23,-6.59,51.8,93,94,4.7,mist,0.0,0
502,Okitipupa,NG,6.5,4.78,73.62,97,100,2.98,light rain,0.3,0
503,Gizo,SB,-8.1,156.84,82.11,74,58,9.48,broken clouds,0.0,0
504,Dekar,BW,-21.53,21.93,45.64,50,0,7.27,clear sky,0.0,0
505,San Ignacio,BZ,17.16,-89.07,89.6,66,40,7.63,scattered clouds,0.0,0
506,Pundaguitan,PH,6.37,126.17,82.29,73,99,3.36,moderate rain,1.21,0
507,Harer,ET,9.31,42.13,64.76,83,91,5.79,moderate rain,1.03,0
508,Bangkok,TH,13.75,100.52,86.0,79,20,8.05,moderate rain,1.27,0
509,Westport,US,41.14,-73.36,86.0,74,1,5.82,clear sky,0.0,0
510,Belaya Gora,RU,68.53,146.42,65.64,59,100,4.43,overcast clouds,0.0,0
511,Ordzhonikidze,KZ,52.44,61.74,71.74,71,17,5.1,few clouds,0.0,0
512,Carlagan,PH,14.97,122.05,81.64,78,67,1.07,broken clouds,0.0,0
513,San Julian,MX,21.02,-102.17,77.18,42,40,10.71,scattered clouds,0.0,0
514,Gouyave,GD,12.16,-61.73,87.8,70,40,17.22,scattered clouds,0.0,0
515,Buala,SB,-8.14,159.59,80.64,78,91,12.44,overcast clouds,0.0,0
516,Puerto Leguizamo,CO,-0.19,-74.78,78.53,75,86,3.74,overcast clouds,0.0,0
517,Cortez,US,37.35,-108.59,93.99,9,1,14.99,clear sky,0.0,0
518,Tarauaca,BR,-8.16,-70.77,91.99,41,7,1.77,clear sky,0.0,0
519,Siddipet,IN,18.1,78.85,77.36,82,100,8.14,overcast clouds,0.0,0
520,Jamame,SO,0.07,42.75,78.4,78,93,15.93,overcast clouds,0.0,0
521,Cotacachi,EC,0.3,-78.27,65.5,60,62,3.42,moderate rain,1.02,0
522,Bluefield,US,37.27,-81.22,82.0,60,75,10.29,broken clouds,0.0,0
523,Verkhoyansk,RU,67.54,133.38,66.72,45,37,3.6,scattered clouds,0.0,0
524,Soe,ID,-9.86,124.28,62.89,100,100,3.76,overcast clouds,0.0,0
525,Galiakot,IN,23.52,74.0,83.95,80,100,13.91,moderate rain,3.24,0
526,Korla,CN,41.76,86.15,82.0,58,0,8.99,clear sky,0.0,0
527,Beinamar,TD,8.67,15.38,75.2,86,100,3.67,overcast clouds,0.0,0
528,Sheopur,IN,25.67,76.7,88.9,61,16,12.68,few clouds,0.0,0
529,Soligalich,RU,59.08,42.29,66.74,78,50,11.01,scattered clouds,0.0,0
530,Port Hawkesbury,CA,45.62,-61.35,70.0,88,90,6.93,overcast clouds,0.0,0
531,Ghugus,IN,19.93,79.13,83.98,69,98,8.12,overcast clouds,0.0,0
532,Cariamanga,EC,-4.33,-79.55,69.17,63,49,5.91,scattered clouds,0.0,0
533,Luanda,AO,-8.84,13.23,71.6,83,90,6.93,overcast clouds,0.0,0
534,Lexington,US,37.99,-84.48,86.0,48,40,10.29,scattered clouds,0.0,0
535,North Bend,US,43.41,-124.22,66.0,68,90,6.93,overcast clouds,0.0,0
536,Bac Lieu,VN,9.29,105.72,80.53,82,100,7.29,overcast clouds,0.0,0
537,Borovichi,RU,58.39,33.92,58.98,66,0,9.64,clear sky,0.0,0
538,Lumsden,CA,50.65,-104.87,71.6,60,75,5.82,broken clouds,0.0,0
539,Ambilobe,MG,-13.2,49.05,70.05,81,79,3.53,broken clouds,0.0,0
540,Stonewall,CA,50.13,-97.33,75.2,53,20,5.82,few clouds,0.0,0
541,Kastamonu,TR,41.5,33.67,59.2,80,0,2.42,clear sky,0.0,0
542,Turukhansk,RU,65.82,87.98,51.26,91,69,6.71,broken clouds,0.0,0
543,Lorengau,PG,-2.02,147.27,81.48,78,100,7.34,overcast clouds,0.0,0
544,Hibbing,US,47.43,-92.94,75.2,50,75,10.29,broken clouds,0.0,0
545,New Richmond,US,45.12,-92.54,82.4,42,40,12.75,scattered clouds,0.0,0
546,Abay,KZ,49.63,72.85,55.4,93,0,2.59,clear sky,0.0,0
547,Mehamn,NO,71.04,27.85,51.8,76,100,5.82,overcast clouds,0.0,0
548,Kuna,US,43.49,-116.42,91.0,25,1,7.96,clear sky,0.0,0
549,Glace Bay,CA,46.2,-59.96,75.0,78,75,10.29,broken clouds,0.0,0
550,Kaseda,JP,31.42,130.32,78.8,88,75,8.05,broken clouds,0.0,0
551,Urengoy,RU,65.97,78.37,53.13,73,0,7.38,clear sky,0.0,0
552,La Palma,US,33.85,-118.05,89.6,38,1,3.36,clear sky,0.0,0
553,Sola,VU,-13.88,167.55,79.57,83,87,25.97,light rain,0.88,0
554,San Juan Chamelco,GT,15.43,-90.33,79.2,46,0,4.83,clear sky,0.0,0
555,Weihe,CN,33.0,105.32,60.55,81,81,6.15,broken clouds,0.0,0
556,Tromso,NO,69.65,18.96,59.0,58,31,5.82,scattered clouds,0.0,0
557,Taguatinga,BR,-12.39,-46.57,84.38,40,90,4.41,overcast clouds,0.0,0
558,Ambon,ID,-3.7,128.18,78.01,15,100,7.34,light rain,0.2,0
559,Port-Cartier,CA,50.03,-66.87,75.2,69,40,12.75,scattered clouds,0.0,0
560,San Fernando,PH,15.03,120.69,81.0,86,94,3.11,overcast clouds,0.0,0
561,Maicao,CO,11.38,-72.24,89.37,53,53,15.17,broken clouds,0.0,0
562,Cabedelo,BR,-6.98,-34.83,73.4,100,75,13.87,light rain,0.0,0
563,Half Moon Bay,US,37.46,-122.43,78.01,82,1,9.17,haze,0.0,0
564,Tulsipur,NP,28.13,82.3,88.0,73,1,5.01,light rain,0.47,0
565,Inhambane,MZ,-23.86,35.38,77.0,73,40,18.34,scattered clouds,0.0,0
566,Price,US,39.6,-110.81,89.6,9,1,9.17,clear sky,0.0,0
567,Kemijarvi,FI,66.71,27.43,54.1,80,0,5.88,clear sky,0.0,0
568,Grand-Santi,GF,4.25,-54.38,91.54,47,15,4.61,few clouds,0.0,0
569,Tianpeng,CN,30.99,103.94,79.0,1,100,0.78,overcast clouds,0.0,0
